district,neighbourhood,address,direction,area,floor,room,price,unit,link,describe
沙河口,大连明珠,明珠街11号,南北,197.21,中层(共31层),3室2厅2卫,545,27635元/㎡,https://dl.58.com/ershoufang/36039222564359x.shtml,星海广场大连明珠.大户型三室.精装.保持良好.有
沙河口,大连明珠,明珠街11号,南北,197,高层(共30层),3室2厅2卫,550,27918元/㎡,https://dl.58.com/ershoufang/36084729998729x.shtml,大连明珠高层豪装星海广场西侧客厅南卧观海
中山,寺儿沟小区,荣民街102,南,46,低层(共18层),1室1厅1卫,49,10652元/㎡,https://dl.58.com/ershoufang/36138809380489x.shtml,寺儿沟.大板楼.南向.无遮挡.采光好.有钥匙.随
旅顺,麓岛兰湾,金荣街1号,南北,95.00,低层(共26层),2室2厅1卫,37,3894元/㎡,https://dl.58.com/ershoufang/36138846168083x.shtml,麓岛蓝湾轻轨首站95平2室2厅南北通厅全明户型3
西岗,畅通花园二期,红岩街,南北,179,中层(共11层),4室2厅2卫,425,23743元/㎡,https://dl.58.com/ershoufang/36138774148496x.shtml,畅通花园.劳动公园西门口.绿山城.水仙花
中山,东港印象A区,"港院街,近华山街",南北,117,高层(共10层),4室2厅1卫,252,21538元/㎡,https://dl.58.com/ershoufang/36138754191033x.shtml,东港寺儿沟封闭小区117平加50平跃层252万可
开发区,山顶道壹号,辽河中路,南北,170,共4层,5室2厅5卫,300,17647元/㎡,https://dl.58.com/ershoufang/36138590178320x.shtml,城市别墅.英伦风.山顶道.零.首付.买两层送两层
开发区,融创海逸长洲,滨海南路51号,南北,90,中层(共33层),2室2厅1卫,120,13333元/㎡,https://dl.58.com/ershoufang/35918118134729x.shtml,大连开发区，融创海逸长洲，大产权高端住宅，容积率
甘井子,美域盛景,源泉路,南北,86.16,低层(共20层),2室1厅1卫,105,12186元/㎡,https://dl.58.com/ershoufang/35975322446900x.shtml,泉水美域盛景南北通透独立厨房户型好采光好交通便利
高新园,玉龙湾,顺龙路38号,南,59.9,中层(共27层),1室2厅1卫,54,9015元/㎡,https://dl.58.com/ershoufang/36138379954057x.shtml,高新园区亿达玉龙湾龙王塘.新房8500起海景房采
甘井子,兴达依山居,红旗西路,南北,94,低层(共6层),2室2厅1卫,133,14148元/㎡,https://dl.58.com/ershoufang/36138411831358x.shtml,西山水库多层2楼送阳台南北通厅精装修中jie费3
旅顺,中庚香海小镇,滨港路966号,西,49,高层(共11层),1室1厅1卫,31,6326元/㎡,https://dl.58.com/ershoufang/36138325707059x.shtml,世界和平公园香海小镇小户型可看海前面无遮挡一室一
沙河口,万向城,中长街,北,43.1,高层(共19层),1室1厅1卫,53,12296元/㎡,https://dl.58.com/ershoufang/36072637711761x.shtml,沙河口火车站万向城.1室1厅43平53万地铁15
西岗,星海莲花湾(F区),胜利路116号,东西,90,高层(共32层),2室2厅1卫,210,23333元/㎡,https://dl.58.com/ershoufang/36138137723407x.shtml,星海融汇F区，90平2室2厅南北通透独立厨房独立
沙河口,尚品天城,中长东四街51号,南北,172,高层(共40层),4室2厅2卫,298,17325元/㎡,https://dl.58.com/ershoufang/36138072876939x.shtml,中.央大道西安路兴工街.尚品天城.赠100平阳
高新园,玉龙湾,顺龙路38号,西南,63.17,高层(共28层),1室1厅1卫,48.5,7677元/㎡,https://dl.58.com/ershoufang/36096145595838x.shtml,刚需小户型.首付15万.近地铁.成熟小区.配套
沙河口,星海莲花湾(C区),太原街110号,南北,112,高层(共23层),3室2厅1卫,256,22857元/㎡,https://dl.58.com/ershoufang/36120292738054x.shtml,星海融汇C区.有证.海景房.三室精装
旅顺,中房观山听海,鸡冠山路,南北,89,中层(共18层),3室2厅1卫,66,7415元/㎡,https://dl.58.com/ershoufang/36128652158655x.shtml,中房观山听海首付低景观学.区房有优.惠视野好五十
高新园,海逸诺丁山,"爱贤街,近火炬路",南北,98.6,低层(共30层),4室2厅2卫,248,25152元/㎡,https://dl.58.com/ershoufang/35972663195187x.shtml,诺丁山下跃附属面积大精装实际面积
甘井子,泉水B5区,"清泉街,近沧泉街",南北,83,高层(共6层),2室2厅1卫,115,13855元/㎡,https://dl.58.com/ershoufang/36133406150530x.shtml,泉水锦泉源.精装修.南北通厅.客厅4米开间.多层
甘井子,枫丹丽城,风华路,南北,133.81,共5层,3室2厅2卫,240,17935元/㎡,https://dl.58.com/ershoufang/36133423643703x.shtml,泉水枫丹丽城.南北通厅.全明户型.精装修.多层洋
旅顺,新加坡花园,新城大街696号,南北,109,高层(共11层),3室2厅1卫,78,7155元/㎡,https://dl.58.com/ershoufang/36131433083651x.shtml,区政府旁.亿达学.区新加坡花园清水三室楼层好.价
甘井子,金荣路80号小区,金荣路80号,西,75,低层(共6层),2室1厅1卫,141,18800元/㎡,https://dl.58.com/ershoufang/36130923175105x.shtml,金三角.金二小76中.2楼新婚装修2室1厅75平
旅顺,世茂寰海城一期(别墅),五一路,南北,127,共4层,3室2厅2卫,140,11023元/㎡,https://dl.58.com/ershoufang/36131061328564x.shtml,旅顺世茂国风龙院上下叠院价位低户型好，享受到超大
旅顺,新加坡花园,新城大街696号,南北,128,高层(共18层),3室2厅2卫,85,6640元/㎡,https://dl.58.com/ershoufang/36131608149439x.shtml,直降3万亿达嶨区新加坡花园三室简装采光好视野开阔
中山,警后大院,福寿街15-46号,南北,113,共5层,3室2厅1卫,156,13805元/㎡,https://dl.58.com/ershoufang/36131468175174x.shtml,三八广场98年二楼警后大院南北向三室看房有钥匙房
甘井子,耶鲁时区,"翠田路,近翠湖路",南,55,高层(共19层),1室1厅1卫,74,13454元/㎡,https://dl.58.com/ershoufang/36130596271627x.shtml,耶鲁时区.亿达春田双.中小学70年产权精装.首付
中山,港湾隽景,发达街2号,南北,101,低层(共10层),3室2厅1卫,170,16831元/㎡,https://dl.58.com/ershoufang/36131532307975x.shtml,民主广场新房.单价16000起.1梯2户.高封
甘井子,千山路小区,"千山路11-15号(单号),16-18号(双号),21-27号(单号),28-30号(双号),34-38号(双号)",南北,115.55,中层(共7层),3室2厅1卫,159.8,13829元/㎡,https://dl.58.com/ershoufang/36097043703613x.shtml,华南三院.大湾市场.3室一厅.精装修.看好价钱可
中山,普照假日广场,长江路201号,南,78.22,低层(共28层),2室1厅1卫,105,13423元/㎡,https://dl.58.com/ershoufang/36120628177217x.shtml,房主急售天津街周边.普照假日广场.单价低地脚好朝
甘井子,龙畔金泉泉水H3区,"华泉街,近丰乐泉街",南北,90,中层(共12层),2室2厅1卫,112,12444元/㎡,https://dl.58.com/ershoufang/36129979713725x.shtml,龙畔金泉四期2室精装修南北通透电梯房中间楼层近轻
高新园,中海华庭,广贤路,西北,72.14,中层(共24层),2室2厅1卫,137,18990元/㎡,https://dl.58.com/ershoufang/36129897928075x.shtml,中介3千.高新万达.跨海大桥.中海精装两室公立幼
中山,华乐小区,海乐街,南北,115,低层(共6层),2室2厅1卫,253,22000元/㎡,https://dl.58.com/ershoufang/36128218427060x.shtml,买房3千到5千元华乐小区低楼层东港一小近车站市场
沙河口,缤纷四季,振工街6号,南北,90,高层(共18层),2室2厅1卫,185,20555元/㎡,https://dl.58.com/ershoufang/36027486169395x.shtml,良运缤纷四季南北通厅五明户型
沙河口,马栏广场小区,马栏广场33号,南北,84,中层(共27层),2室2厅1卫,115,13690元/㎡,https://dl.58.com/ershoufang/36042275136960x.shtml,近西安路近车站近地~铁.一手手续房源.高档封闭小
甘井子,亿达春田禧跃,春田路,南北,55,中层(共17层),1室1厅1卫,71,12909元/㎡,https://dl.58.com/ershoufang/35986262189506x.shtml,美式教育情商智商一起培养大连第三重点学.区房单价
中山,当代艺术,港东五街,南北,160,中层(共38层),3室2厅2卫,288,18000元/㎡,https://dl.58.com/ershoufang/36127738288187x.shtml,东港特价房.一口价221万.一期.现房.南北通透
高新园,邻海园,"亲海街,近临海街",西北,95,中层(共15层),2室2厅1卫,185,19473元/㎡,https://dl.58.com/ershoufang/36127266379267x.shtml,高新园区.小平岛.邻海园两室两厅.急售.精装修
甘井子,恒大港湾,秀泊街,南北,86.4,低层(共33层),2室2厅1卫,104,12037元/㎡,https://dl.58.com/ershoufang/36129523188806x.shtml,一手现房，恒大港湾，精装修交付，花园中的家园一站
高新园,易贸中心,七贤路77号,南,57,中层(共23层),1室1厅1卫,85,14912元/㎡,https://dl.58.com/ershoufang/36128277595447x.shtml,高新园区.易贸精装可落户高新一中南向16000北
开发区,海湾城,滨海路2号,南北,132.02,高层(共34层),3室2厅2卫,190,14391元/㎡,https://dl.58.com/ershoufang/36129328705291x.shtml,海湾城，精装三室南北通透，好装修好楼层好视野，看
旅顺,湾德里华府,广源街2号,南北,90,中层(共9层),2室2厅1卫,45,5000元/㎡,https://dl.58.com/ershoufang/35933388523720x.shtml,首付5万起。随时可以定房就卖三天。错过机会就没有
甘井子,金地拾贰坊,"翠田路,近银田街",南北,55,共5层,3室2厅2卫,66,12000元/㎡,https://dl.58.com/ershoufang/36083267077774x.shtml,金地十二坊.55平实得120平.三室LOFT.南
高新园,国宝星月湾,旅顺南路,南北,190,低层(共32层),3室2厅2卫,160,8421元/㎡,https://dl.58.com/ershoufang/36086999821185x.shtml,盛亿房屋.国宝星月湾.三室.南北.送车位190平
沙河口,台山小区,台山街26号,南北,55,共5层,2室1厅1卫,60.5,11000元/㎡,https://dl.58.com/ershoufang/36126979455370x.shtml,南沙五一路台山大连银行后15路车站2室1厅精装修
开发区,华润海中国悦海园,滨海中路,南北,145,中层(共34层),3室2厅2卫,215,14827元/㎡,https://dl.58.com/ershoufang/36072157288129x.shtml,华润五期.中间楼层.豪华装修.重点学.区.成
旅顺,龙河家园,五一路,南北,94.04,中层(共7层),2室2厅1卫,69,7337元/㎡,https://dl.58.com/ershoufang/36097508885561x.shtml,急急急龙河家园三室.五明南北通厅精装修未住.保持
西岗,万达高层,同仁街50,南北,89.80,高层(共30层),3室1厅1卫,108,12026元/㎡,https://dl.58.com/ershoufang/36119622725559x.shtml,（急售）格局规整.3室.朝向好.不挡光.楼层好
开发区,万达金石天成(西区),金石路,南北,93,中层(共7层),2室2厅2卫,70,7526元/㎡,https://dl.58.com/ershoufang/36106815085875x.shtml,金石滩近海边.市场公交车.全明大户型.精装修
甘井子,保利梧桐语,辛萍街,南北,100,中层(共18层),3室2厅2卫,110,11000元/㎡,https://dl.58.com/ershoufang/36106098498995x.shtml,保利梧桐语.首付25万.一万一起价.可精装可清
高新园,金川家园,宏川路,南北,46,共5层,2室2厅1卫,36,7826元/㎡,https://dl.58.com/ershoufang/36105767276740x.shtml,单价不过万.清水阁楼.采光天窗.实际面积70多
甘井子,泡崖八区,玉意街,南,97,高层(共6层),2室2厅1卫,84.5,8711元/㎡,https://dl.58.com/ershoufang/35927991006408x.shtml,哦！泡崖子84万元97平精装修
开发区,融创海逸长洲,滨海南路51号,南北,98,中层(共33层),2室2厅1卫,128,13061元/㎡,https://dl.58.com/ershoufang/35895108719022x.shtml,融创.海逸长洲.大产权高端住宅.滨海路海景房
开发区,乾豪格林小镇,松岚街,南北,84.72,中层(共7层),2室2厅1卫,72,8498元/㎡,https://dl.58.com/ershoufang/36105199819530x.shtml,格林小镇3期5楼地热精装修采光好户型佳交通便利配
甘井子,招商海德公园,"岭西路,近西北路",南北,95.7,高层(共22层),3室2厅1卫,140,14629元/㎡,https://dl.58.com/ershoufang/36105111685181x.shtml,新体育场.招商海德公园.精装修交付.地铁2号线
开发区,华润海中国三期,滨海中路,南北,143.49,低层(共34层),3室2厅2卫,220,15332元/㎡,https://dl.58.com/ershoufang/35939783553856x.shtml,华润海中国三期.三室两卫.豪华装修.户型规整.客
沙河口,御园,天宝园13号,南北,83.1,中层(共29层),2室2厅1卫,114,13718元/㎡,https://dl.58.com/ershoufang/36029671887172x.shtml,沙区御园二期.13800起.认筹.西安路商圈.马
甘井子,亿达春田禧跃,春田路,东南,60,中层(共17层),1室1厅1卫,84,14000元/㎡,https://dl.58.com/ershoufang/36098167277960x.shtml,亿达耶鲁时区，70年产权，高新产业园，投.资.住
开发区,上品公馆,辽河西二路,东南,51,中层(共16层),2室2厅2卫,41,8039元/㎡,https://dl.58.com/ershoufang/36097909148294x.shtml,房展会特惠房开发区保税轻轨站旁买.一层送一层8千
开发区,融创海逸长洲,滨海南路51号,南北,92,中层(共34层),2室2厅1卫,120,13043元/㎡,https://dl.58.com/ershoufang/36097915556492x.shtml,融创海逸长洲.一手精装交房.92平118平134
甘井子,千山路小区,"千山路11-15号(单号),16-18号(双号),21-27号(单号),28-30号(双号),34-38号(双号)",南北,67.3,低层(共7层),2室1厅1卫,92,13670元/㎡,https://dl.58.com/ershoufang/36076603832248x.shtml,山东路千山路南北向2室1厅.地角好.近市场.出行
高新园,熙龙山庄,思亲路,南北,73,低层(共6层),2室1厅1卫,57,7808元/㎡,https://dl.58.com/ershoufang/36096981232780x.shtml,高新区.熙龙山庄.近地铁.近地铁两室一厅.楼层
沙河口,孙家沟小区,西南路84-110,南北,75,中层(共7层),2室1厅1卫,79.8,10640元/㎡,https://dl.58.com/ershoufang/36096431073934x.shtml,医大二院.附近.两室.精装修.五楼.76平79.
甘井子,泉水B1区,"清泉街,近金线泉街",南北,87,中层(共6层),2室2厅1卫,125,14367元/㎡,https://dl.58.com/ershoufang/36094607634626x.shtml,泉水B1区南北通厅婚房未住两室落地窗全明户型中间
甘井子,华丰金山花园,金龙路,南北,87.0,中层(共12层),2室2厅1卫,87,10000元/㎡,https://dl.58.com/ershoufang/31063543366467x.shtml,金家街金龙路金山花园55平87平95平南北通厅
甘井子,耶鲁时区,"翠田路,近翠湖路",南北,55,中层(共17层),1室1厅1卫,71.5,13000元/㎡,https://dl.58.com/ershoufang/36075932190218x.shtml,机场新区.耶鲁时区一室一厅精装修12年一体化教育
高新园,邻海园,"亲海街,近临海街",南北,95,中层(共15层),2室2厅1卫,185,19473元/㎡,https://dl.58.com/ershoufang/35863405398913x.shtml,高新园区封闭小区一层两户南北通透精装有钥匙
中山,当代艺术,港东五街,南北,160,高层(共38层),3室2厅2卫,288,18000元/㎡,https://dl.58.com/ershoufang/36051857408832x.shtml,中庚当代艺术.一期公寓现房南北通透.一线海景单价
开发区,鹏玥花园,辽河西路,南北,96.5,低层(共24层),2室2厅1卫,83,8601元/㎡,https://dl.58.com/ershoufang/36049936443062x.shtml,万达旁.精装修.送家电家具.首付五万起单价860
开发区,乾豪格林小镇,松岚街,南北,73,中层(共17层),2室2厅1卫,56,7671元/㎡,https://dl.58.com/ershoufang/36038650572741x.shtml,新房中港路花园.落地窗两室两厅.五明户型12年一
高新园,未名山,七贤东路,南北,116.68,低层(共31层),3室2厅2卫,360,30853元/㎡,https://dl.58.com/ershoufang/35961121069455x.shtml,未名山.房主装修花费50万.近万达.品质小区.诚
甘井子,亿达春田禧跃,春田路,南北,55,低层(共17层),1室1厅1卫,75,13636元/㎡,https://dl.58.com/ershoufang/36149543153984x.shtml,亿达春田.耶鲁时区.精装交付.一室两室.春田學区
高新园,隐岭八十泉,"新城大街,近旅顺南路",南北,88,高层(共28层),2室2厅2卫,75,8522元/㎡,https://dl.58.com/ershoufang/36149536944529x.shtml,隐岭八十泉，出门轻轨，无敌海景，墅质高层
开发区,华润海中国三期,滨海中路,南北,101.8,高层(共32层),2室2厅1卫,158,15520元/㎡,https://dl.58.com/ershoufang/36149607568576x.shtml,华润海中国南北通透两室.海景房基本没住过.装修非
旅顺,中庚香海金鼎,夏月路87号,南北,66.0,低层(共30层),2室1厅1卫,31,4696元/㎡,https://dl.58.com/ershoufang/36149463483778x.shtml,旅顺中庚香海金鼎精致两室户型六期有山有水附近配套
甘井子,亿达春田禧跃,春田路,南,96,低层(共17层),2室2厅1卫,140,14583元/㎡,https://dl.58.com/ershoufang/36149542804104x.shtml,亿达春田.耶鲁时区双南两室精装修.享受12年一体
中山,华丽山庄,春和街70,南北,155.35,共2层,3室2厅1卫,340,21886元/㎡,https://dl.58.com/ershoufang/35984411609914x.shtml,海军广场.华丽山庄.近市委.南北通厅.品质小区
